,act,act_rel,act_type,chembl_id,dude_id,dude_smiles,name,rdkit_smiles,rdkit_smiles_template,score,subset,uniprot_id,unit
189,50,=,Ki,CHEMBL73178,fa7,c1cc(cc(c1)N(=O)=O)c2cc(cc(c2O)c3cc4cc(ccc4[nH]3)C(=N)N)c5n[nH]nn5,114893,[H]n1nnc(-c2cc(-c3cccc([N+](=O)[O-])c3)c(O)c(-c3cc4cc(C(=N)N)ccc4n3[H])c2)n1,N=C(N)c1ccc2[nH]c(-c3cc(-c4nn[nH]n4)cc(-c4cccc([N+](=O)[O-])c4)c3O)cc2c1,-43.85,actives,P08709,nM
190,130,=,Ki,CHEMBL199235,fa7,CCOc1cc(cc(c1)C(C(=O)O)Nc2ccc(cc2)C(=N)N)c3ccccc3,333189,CCOc1cc(-c2ccccc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(-c2ccccc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.83,actives,P08709,nM
191,40,=,Ki,CHEMBL360313,fa7,CCOc1ccc(cc1OCC)C(C(=O)NCc2ccccc2)Nc3ccc(cc3)C(=N)N,303050,CCOc1ccc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)cc1OCC,CCOc1ccc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)cc1OCC,-43.83,actives,P08709,nM
192,20,=,Ki,CHEMBL122548,fa7,CC(c1ccc(cc1)C(=O)Nc2ccccc2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202418,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2ccccc2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2ccccc2)cc1,-43.79,actives,P08709,nM
193,190,=,Ki,CHEMBL122151,fa7,CC(c1ccc(cc1)Cc2ccccc2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202644,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Cc2ccccc2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Cc2ccccc2)cc1,-43.71,actives,P08709,nM
194,850,=,Ki,CHEMBL378108,fa7,c1ccc(cc1)C(C(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4)O,348135,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(O)c5ccccc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(O)c1ccccc1,-43.71,actives,P08709,nM
195,74,=,Ki,CHEMBL46148,fa7,c1ccc2c(c1)[nH]c(n2)Cc3[nH]c4ccc(cc4n3)C(=N)N,74768,[H]n1c(Cc2nc3cc(C(=N)N)ccc3n2[H])nc2ccccc21,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,-43.68,actives,P08709,nM
196,220,=,Ki,CHEMBL379809,fa7,c1ccc(cc1)C(CO)C(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4,348141,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(CO)c5ccccc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(CO)c1ccccc1,-43.63,actives,P08709,nM
197,20,=,Ki,CHEMBL204723,fa7,c1ccc(cc1)NC(=O)NCc2cccc(c2)c3cc(cc(c3O)c4cc5c([nH]4)ccc(n5)N)CC(=O)O,345203,[H]n1c(-c2cc(CC(=O)O)cc(-c3cccc(CNC(=O)Nc4ccccc4)c3)c2O)cc2nc(N)ccc21,Nc1ccc2[nH]c(-c3cc(CC(=O)O)cc(-c4cccc(CNC(=O)Nc5ccccc5)c4)c3O)cc2n1,-43.61,actives,P08709,nM
198,610,=,Ki,CHEMBL207393,fa7,c1cc(cc(c1)c2cccc(c2O)c3cc-4c[nH]ccc4n3)CNC(=O)C(CO)c5cccnc5,348142,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(CO)c5cccnc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(CO)c1cccnc1,-43.60,actives,P08709,nM
199,800,=,Ki,CHEMBL209022,fa7,c1cc(cc(c1)c2cccc(c2O)c3cc-4c[nH]ccc4n3)CNC(=O)N,348120,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(N)=O)c4)c3O)cc-2c1,NC(=O)NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1,-43.57,actives,P08709,nM
200,550,=,Ki,CHEMBL204228,fa7,c1cc(cnc1)c2cc(cc(c2O)c3[nH]c4ccc(cc4n3)C(=N)N)C(CC(=O)O)C(=O)O,342502,[H]n1c(-c2cc(C(CC(=O)O)C(=O)O)cc(-c3cccnc3)c2O)nc2cc(C(=N)N)ccc21,N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4cccnc4)c3O)nc2c1,-43.56,actives,P08709,nM
201,220,=,Ki,CHEMBL379809,fa7,c1ccc(cc1)C(CO)C(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4,348141,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(CO)c5ccccc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(CO)c1ccccc1,-43.55,actives,P08709,nM
202,110,=,Ki,CHEMBL383382,fa7,CCOc1cc(cc(c1)OC2CCC(CC2)O)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333021,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.50,actives,P08709,nM
203,61,=,Ki,CHEMBL199268,fa7,COc1cc(ccc1OCc2ccccc2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333366,COc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,COc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,-43.48,actives,P08709,nM
204,520,=,IC50,CHEMBL542434,fa7,CO[C@H]1C[C@](C(=O)N2[C@H]1CCC2C(=O)NCc3ccc(cc3)C(=N)N)(Cc4ccccc4)O,546303,[H][C@]1(OC)C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@]21[H],CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12,-43.41,actives,P08709,nM
205,520,=,IC50,CHEMBL542434,fa7,CO[C@H]1C[C@](C(=O)N2[C@H]1CCC2C(=O)NCc3ccc(cc3)C(=N)N)(Cc4ccccc4)O,546303,[H][C@]1(OC)C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@]21[H],CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12,-43.40,actives,P08709,nM
206,500,=,IC50,CHEMBL137487,fa7,c1ccc(cc1)CNc2ccc(c(c2F)CC(=O)NCc3ccc(cc3)C(=N)N)c4cccc(c4)N,226184,N=C(N)c1ccc(CNC(=O)Cc2c(-c3cccc(N)c3)ccc(NCc3ccccc3)c2F)cc1,N=C(N)c1ccc(CNC(=O)Cc2c(-c3cccc(N)c3)ccc(NCc3ccccc3)c2F)cc1,-43.39,actives,P08709,nM
207,40,=,Ki,CHEMBL360313,fa7,CCOc1ccc(cc1OCC)C(C(=O)NCc2ccccc2)Nc3ccc(cc3)C(=N)N,303050,CCOc1ccc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)cc1OCC,CCOc1ccc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)cc1OCC,-43.38,actives,P08709,nM
208,38,=,Ki,CHEMBL382278,fa7,C#Cc1cc(cc(c1)OC2CCOCC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332987,C#Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,C#Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.33,actives,P08709,nM
209,69,=,Ki,CHEMBL498660,fa7,CCCS(=O)(=O)N[C@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(=O)N)C(=O)NCc1ccc(cc1)C(=N)N,510840,[H][C@@](CCC(N)=O)(NC(=O)[C@]([H])(NS(=O)(=O)CCC)[C@@]([H])(C)CC)C(=O)NCc1ccc(C(=N)N)cc1,CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccc(C(=N)N)cc1)[C@@H](C)CC,-43.32,actives,P08709,nM
210,180,=,Ki,CHEMBL199277,fa7,CCOc1cc(cc(c1)OC2CCN(CC2)S(=O)(=O)C)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333047,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.32,actives,P08709,nM
211,38,=,Ki,CHEMBL382278,fa7,C#Cc1cc(cc(c1)OC2CCOCC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332987,C#Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,C#Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.29,actives,P08709,nM
212,65,=,Ki,CHEMBL198844,fa7,C#Cc1cc(cc(c1)O[C@H]2CCOC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332955,[H][C@]1(Oc2cc(C#C)cc(C(Nc3ccc(C(=N)N)cc3)C(=O)O)c2)CCOC1,C#Cc1cc(O[C@H]2CCOC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.27,actives,P08709,nM
213,65,=,Ki,CHEMBL198844,fa7,C#Cc1cc(cc(c1)O[C@H]2CCOC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332955,[H][C@]1(Oc2cc(C#C)cc(C(Nc3ccc(C(=N)N)cc3)C(=O)O)c2)CCOC1,C#Cc1cc(O[C@H]2CCOC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.24,actives,P08709,nM
214,520,=,IC50,CHEMBL542434,fa7,CO[C@H]1C[C@](C(=O)N2[C@H]1CCC2C(=O)NCc3ccc(cc3)C(=N)N)(Cc4ccccc4)O,546303,[H][C@]1(OC)C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@]21[H],CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12,-43.18,actives,P08709,nM
215,60,=,Ki,CHEMBL198637,fa7,CCc1cc(cc(c1)OC2CCOCC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333030,CCc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.09,actives,P08709,nM
216,220,=,Ki,CHEMBL379809,fa7,c1ccc(cc1)C(CO)C(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4,348141,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(CO)c5ccccc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(CO)c1ccccc1,-43.08,actives,P08709,nM
217,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-43.07,actives,P08709,nM
218,65,=,Ki,CHEMBL198844,fa7,C#Cc1cc(cc(c1)O[C@H]2CCOC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332955,[H][C@]1(Oc2cc(C#C)cc(C(Nc3ccc(C(=N)N)cc3)C(=O)O)c2)CCOC1,C#Cc1cc(O[C@H]2CCOC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-43.03,actives,P08709,nM
219,78,=,Ki,CHEMBL122854,fa7,CC(c1ccc(cc1)Oc2ccccc2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202645,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Oc2ccccc2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Oc2ccccc2)cc1,-42.85,actives,P08709,nM
220,54,=,Ki,CHEMBL206232,fa7,Cc1cccc(c1)NC(=O)Cc2cc(cc(c2O)c3[nH]c4ccc(cc4n3)C(=N)N)C(CC(=O)O)C(=O)O,341927,[H]n1c(-c2cc(C(CC(=O)O)C(=O)O)cc(CC(=O)Nc3cccc(C)c3)c2O)nc2cc(C(=N)N)ccc21,Cc1cccc(NC(=O)Cc2cc(C(CC(=O)O)C(=O)O)cc(-c3nc4cc(C(=N)N)ccc4[nH]3)c2O)c1,-42.82,actives,P08709,nM
221,350,=,Ki,CHEMBL208670,fa7,c1cc(cc(c1)c2cccc(c2O)c3cc-4c[nH]ccc4n3)CNC(=O)NCCc5cccs5,348121,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)NCCc5cccs5)c4)c3O)cc-2c1,O=C(NCCc1cccs1)NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1,-42.79,actives,P08709,nM
222,190,=,Ki,CHEMBL199271,fa7,CCOc1cc(cc(c1)OCC)C(C(=O)O)Nc2ccc(cc2)C(=N)N,333013,CCOc1cc(OCC)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OCC)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.78,actives,P08709,nM
223,610,=,Ki,CHEMBL207393,fa7,c1cc(cc(c1)c2cccc(c2O)c3cc-4c[nH]ccc4n3)CNC(=O)C(CO)c5cccnc5,348142,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(CO)c5cccnc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(CO)c1cccnc1,-42.74,actives,P08709,nM
224,510,=,Ki,CHEMBL199236,fa7,CCOc1cc(cc(c1)C(C(=O)O)Nc2ccc(cc2)C(=N)N)c3cccnc3,333190,CCOc1cc(-c2cccnc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(-c2cccnc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.73,actives,P08709,nM
225,350,=,Ki,CHEMBL208670,fa7,c1cc(cc(c1)c2cccc(c2O)c3cc-4c[nH]ccc4n3)CNC(=O)NCCc5cccs5,348121,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)NCCc5cccs5)c4)c3O)cc-2c1,O=C(NCCc1cccs1)NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1,-42.71,actives,P08709,nM
226,350,=,Ki,CHEMBL179983,fa7,COc1ccc(cc1OC)C(C(=O)NCc2ccccc2)Nc3ccc(cc3)C(=N)N,303013,COc1ccc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)cc1OC,COc1ccc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)cc1OC,-42.67,actives,P08709,nM
227,610,=,Ki,CHEMBL207393,fa7,c1cc(cc(c1)c2cccc(c2O)c3cc-4c[nH]ccc4n3)CNC(=O)C(CO)c5cccnc5,348142,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(CO)c5cccnc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(CO)c1cccnc1,-42.66,actives,P08709,nM
228,38,=,Ki,CHEMBL382278,fa7,C#Cc1cc(cc(c1)OC2CCOCC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332987,C#Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,C#Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.58,actives,P08709,nM
229,0.078,=,Ki,CHEMBL73737,fa7,c1cc(cc(c1)N)c2cc(cc(c2O)c3[nH]c4ccc(cc4n3)C(=N)N)Cl,114964,[H]n1c(-c2cc(Cl)cc(-c3cccc(N)c3)c2O)nc2cc(C(=N)N)ccc21,N=C(N)c1ccc2[nH]c(-c3cc(Cl)cc(-c4cccc(N)c4)c3O)nc2c1,-42.51,actives,P08709,nM
230,28,=,Ki,CHEMBL198631,fa7,CCOc1cc(ccc1OCc2ccccc2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333165,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,-42.46,actives,P08709,nM
231,110,=,Ki,CHEMBL383382,fa7,CCOc1cc(cc(c1)OC2CCC(CC2)O)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333021,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.46,actives,P08709,nM
232,74,=,Ki,CHEMBL46148,fa7,c1ccc2c(c1)[nH]c(n2)Cc3[nH]c4ccc(cc4n3)C(=N)N,74768,[H]n1c(Cc2nc3cc(C(=N)N)ccc3n2[H])nc2ccccc21,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,-42.44,actives,P08709,nM
233,110,=,Ki,CHEMBL383382,fa7,CCOc1cc(cc(c1)OC2CCC(CC2)O)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333021,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.33,actives,P08709,nM
234,180,=,Ki,CHEMBL199277,fa7,CCOc1cc(cc(c1)OC2CCN(CC2)S(=O)(=O)C)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333047,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.32,actives,P08709,nM
235,180,=,Ki,CHEMBL199277,fa7,CCOc1cc(cc(c1)OC2CCN(CC2)S(=O)(=O)C)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333047,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.30,actives,P08709,nM
236,190,=,Ki,CHEMBL199271,fa7,CCOc1cc(cc(c1)OCC)C(C(=O)O)Nc2ccc(cc2)C(=N)N,333013,CCOc1cc(OCC)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OCC)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-42.29,actives,P08709,nM
237,72,=,Ki,CHEMBL208951,fa7,c1ccc(cc1)CN(C(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4)O,348136,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)N(O)Cc5ccccc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)N(O)Cc1ccccc1,-42.28,actives,P08709,nM
238,480,=,Ki,CHEMBL430990,fa7,c1cc(cc(c1)c2n[nH]nn2)c3cc(cc(c3O)c4cc5cc(ccc5[nH]4)C(=N)N)CC(=O)O,114922,[H]n1nnc(-c2cccc(-c3cc(CC(=O)O)cc(-c4cc5cc(C(=N)N)ccc5n4[H])c3O)c2)n1,N=C(N)c1ccc2[nH]c(-c3cc(CC(=O)O)cc(-c4cccc(-c5nn[nH]n5)c4)c3O)cc2c1,-42.27,actives,P08709,nM
239,520,=,IC50,CHEMBL542434,fa7,CO[C@H]1C[C@](C(=O)N2[C@H]1CCC2C(=O)NCc3ccc(cc3)C(=N)N)(Cc4ccccc4)O,546303,[H][C@]1(OC)C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@]21[H],CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12,-42.19,actives,P08709,nM
240,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-42.17,actives,P08709,nM
241,783,=,Ki,CHEMBL193745,fa7,CC(C)CCN(Cc1ccc2ccc(cc2c1)C(=N)N)C(=O)c3ccc4ccccc4c3,325431,CC(C)CCN(Cc1ccc2ccc(C(=N)N)cc2c1)C(=O)c1ccc2ccccc2c1,CC(C)CCN(Cc1ccc2ccc(C(=N)N)cc2c1)C(=O)c1ccc2ccccc2c1,-42.14,actives,P08709,nM
242,61,=,Ki,CHEMBL199268,fa7,COc1cc(ccc1OCc2ccccc2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333366,COc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,COc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,-42.07,actives,P08709,nM
243,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-42.03,actives,P08709,nM
244,65,=,Ki,CHEMBL198844,fa7,C#Cc1cc(cc(c1)O[C@H]2CCOC2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,332955,[H][C@]1(Oc2cc(C#C)cc(C(Nc3ccc(C(=N)N)cc3)C(=O)O)c2)CCOC1,C#Cc1cc(O[C@H]2CCOC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-41.99,actives,P08709,nM
245,520,=,IC50,CHEMBL542434,fa7,CO[C@H]1C[C@](C(=O)N2[C@H]1CCC2C(=O)NCc3ccc(cc3)C(=N)N)(Cc4ccccc4)O,546303,[H][C@]1(OC)C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@]21[H],CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12,-41.91,actives,P08709,nM
246,6.2,=,IC50,CHEMBL371815,fa7,CC[C@@H](C)NC(=O)c1cc(cc(c1)N)c2cnc(c(=O)n2CC(=O)NCc3ccc(cc3C(=O)N)C(=N)N)NC(C)C,319499,[H][C@](C)(CC)NC(=O)c1cc(N)cc(-c2cnc(NC(C)C)c(=O)n2CC(=O)NCc2ccc(C(=N)N)cc2C(N)=O)c1,CC[C@@H](C)NC(=O)c1cc(N)cc(-c2cnc(NC(C)C)c(=O)n2CC(=O)NCc2ccc(C(=N)N)cc2C(N)=O)c1,-41.88,actives,P08709,nM
247,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-41.82,actives,P08709,nM
248,26,=,Ki,CHEMBL126012,fa7,C[C@@H](c1ccc2ccccc2c1)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202625,[H][C@](C)(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2ccccc2c1,C[C@H](NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2ccccc2c1,-41.79,actives,P08709,nM
249,121,=,Ki,CHEMBL197563,fa7,c1ccc2c(c1)cccc2C(=O)N(CCCN3CCOCC3)Cc4ccc5ccc(cc5c4)C(=N)N,326141,N=C(N)c1ccc2ccc(CN(CCCN3CCOCC3)C(=O)c3cccc4ccccc34)cc2c1,N=C(N)c1ccc2ccc(CN(CCCN3CCOCC3)C(=O)c3cccc4ccccc34)cc2c1,-41.74,actives,P08709,nM
250,207,=,Ki,CHEMBL195238,fa7,c1ccc(cc1)CCCN(Cc2ccc3ccc(cc3c2)C(=N)N)C(=O)c4cccc5c4cccc5,326281,N=C(N)c1ccc2ccc(CN(CCCc3ccccc3)C(=O)c3cccc4ccccc34)cc2c1,N=C(N)c1ccc2ccc(CN(CCCc3ccccc3)C(=O)c3cccc4ccccc34)cc2c1,-41.72,actives,P08709,nM
251,110,=,Ki,CHEMBL383382,fa7,CCOc1cc(cc(c1)OC2CCC(CC2)O)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333021,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCC(O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-41.70,actives,P08709,nM
